city,state,area,time,number,lat,lon
Sayreville,New Jersey,2814.0,43.360494733724366,20,40.45940210000001,-74.360846
Kannapolis,North Carolina,77,4.25518316921325,2,35.4873613,-80.6217341
Cleveland Heights,Ohio,362,8.530209646664364,6,41.5200518,-81.556235
Biloxi,Mississippi,,,0,30.3960318,-88.88530779999999
Newark,California,240,1.9304070455987077,1,37.5296593,-122.0402399
Littleton,Colorado,23770,22.7698111302377,11,39.613321,-105.0166498
Strongsville,Ohio,1045,15.796556585130617,8,41.3144966,-81.83569
Titusville,Florida,,,0,28.6122187,-80.8075537
Barnstable Town,Massachusetts,921,20.66307197122308,8,41.7003208,-70.3002024
Hackensack,New Jersey,3818.0,57.66169732168295,27,40.8859325,-74.0434736
Farmington,New Mexico,6779,9.198847855810028,4,36.72805830000001,-108.2186856
Cutler Bay,Florida,,,0,25.5808323,-80.34685929999999
Everett,Massachusetts,2411,30.850246999101984,17,42.40843,-71.0536625
Dublin,Ohio,224,3.021447078951301,2,40.0992294,-83.1140771
Coachella,California,930.0,9.78553478372358,4,33.6803003,-116.173894
DeKalb,Illinois,380,12.772350684706026,6,41.9294736,-88.75036469999999
Lompoc,California,,,0,34.6391501,-120.4579409
Blacksburg,Virginia,425,7.7647884383146,3,37.2295733,-80.4139393
Attleboro,Massachusetts,2105,41.779490307693344,19,41.94454409999999,-71.2856082
Keller,Texas,,,0,32.9341893,-97.229298
Haltom City,Texas,,,0,32.7995738,-97.26918169999999
Danville,California,240,1.9085827729876226,1,37.8215929,-121.9999606
Apex,North Carolina,270,4.371389162489352,3,35.732652,-78.85028559999999
Lombard,Illinois,159,2.0329043306951187,3,41.8800296,-88.00784349999999
York,Pennsylvania,946.0,24.25901957117536,10,39.9625984,-76.727745
Sierra Vista,Arizona,,,0,31.5455001,-110.2772856
Oakland Park,Florida,,,0,26.1723065,-80.1319893
El Centro,California,,,0,32.792,-115.5630514
Pittsfield,Massachusetts,8842,93.56339705968533,45,42.4500845,-73.2453824
North Miami Beach,Florida,,,0,25.9331488,-80.1625463
Fort Pierce,Florida,,,0,27.4467056,-80.3256056
Bountiful,Utah,29428,15.06009676387033,13,40.8893895,-111.880771
Freeport,New York,2577,42.14848061431889,18,40.6576022,-73.58318349999999
North Lauderdale,Florida,,,0,26.217305,-80.2258811
Cleveland,Tennessee,8.0,5.9958892075306895,2,35.1595182,-84.8766115
Urbandale,Iowa,35,1.0018698268234612,1,41.6266555,-93.71216559999999
Bell Gardens,California,930.0,7.113650250582932,4,33.9652918,-118.1514588
Jefferson City,Missouri,30,2.69189491949687,1,38.57670170000001,-92.1735164
San Bruno,California,240,2.5747558695134405,1,37.6304904,-122.4110835
St. Cloud,Florida,,,0,28.2489016,-81.2811801
Fond du Lac,Wisconsin,1084,15.44062338898378,10,43.7730448,-88.4470508
Salem,Massachusetts,2386,35.46633754416023,18,42.51954,-70.8967155
Fairfield,Ohio,264,3.392736649573762,2,39.3454673,-84.5603187
Rancho Palos Verdes,California,930.0,9.554261086057991,4,33.7444613,-118.3870173
Moline,Illinois,222,4.6191060783649025,3,41.5067003,-90.51513419999999
Belleville,Illinois,30,1.1204823274666984,1,38.5200504,-89.9839935
Danville,Virginia,394,12.384081474285328,4,36.5859718,-79.39502279999999
Concord,New Hampshire,11116,81.1685573699784,41,43.2081366,-71.5375718
Beaumont,California,930.0,4.388151247779008,4,33.9294606,-116.977248
Rohnert Park,California,,,0,38.3396367,-122.7010984
Altamonte Springs,Florida,,,0,28.6611089,-81.3656242
Burlington,Vermont,8750,50.04257794612885,24,44.4758825,-73.21207199999999
Plainfield,Illinois,159,3.2048162079877325,3,41.632223,-88.2120315
State College,Pennsylvania,556.0,12.617553027075878,7,40.7933949,-77.8600012
Manassas,Virginia,344,10.39597467094831,4,38.7509488,-77.47526669999999
Morgan Hill,California,240,1.6356996417704504,1,37.1305012,-121.6543901
Urbana,Illinois,,,0,40.1105875,-88.2072697
Oro Valley,Arizona,,,0,32.3909071,-110.966488
Midland,Michigan,1405,20.733102140166178,10,43.6155825,-84.2472116
Kearny,New Jersey,3533.0,56.27021493009955,26,40.7684342,-74.1454214
Burleson,Texas,,,0,32.5420821,-97.3208492
Rockwall,Texas,,,0,32.93123360000001,-96.4597089
Buffalo Grove,Illinois,262,10.858254187771642,6,42.1662831,-87.9631308
Bozeman,Montana,7840,12.020762258671462,5,45.6769979,-111.0429339
Linden,New Jersey,3052.0,49.72974324555657,23,40.6220478,-74.24459019999999
Hutchinson,Kansas,,,0,38.0608445,-97.92977429999999
Bartlett,Illinois,209,4.599151015023721,4,41.9950276,-88.1856301
Bentonville,Arkansas,,,0,36.3728538,-94.2088172
Westfield,Massachusetts,6524,81.78880617880816,39,42.1250929,-72.749538
Brea,California,930.0,5.859638857227847,4,33.9166805,-117.9000604
Riverton,Utah,29428,15.365790241473707,13,40.521893,-111.9391023
The Colony,Texas,,,0,33.0806083,-96.89283089999999
Shelton,Connecticut,3016,53.892092743479054,25,41.3164856,-73.0931641
Woonsocket,Rhode Island,3449,55.89688818904888,25,42.00287609999999,-71.51478390000001
Leominster,Massachusetts,7993,79.05509097624177,38,42.5250906,-71.759794
Campbell,California,240,1.9043047640558983,1,37.2871651,-121.9499568
Findlay,Ohio,907,8.442985456290502,4,41.04422,-83.6499321
Prescott Valley,Arizona,777,1.7821006063373055,1,34.6100243,-112.315721
Ocoee,Florida,,,0,28.5691677,-81.5439619
Brentwood,Tennessee,,,0,36.0331164,-86.78277720000001
Prescott,Arizona,777,2.0882468843920408,1,34.5400242,-112.4685025
Beverly,Massachusetts,2223,32.0392673447714,17,42.5584283,-70.880049
Covington,Kentucky,264,3.7036217887014127,2,39.0836712,-84.5085536
Sumter,South Carolina,50,2.4006613205709866,1,33.9204354,-80.3414693
Edmonds,Washington,10946,13.150371421593801,7,47.8106521,-122.3773552
Cedar Falls,Iowa,90,5.5024874993543005,2,42.5348993,-92.4453161
Wilkes-Barre,Pennsylvania,3025.0,42.32134886924318,23,41.2459149,-75.88130749999999
Quincy,Illinois,,,0,39.9356016,-91.4098726
La Puente,California,930.0,5.620693112375495,4,34.0200114,-117.9495083
Coppell,Texas,,,0,32.9545687,-97.01500779999999
Warren,Ohio,462,12.504371592147926,7,41.2375569,-80.81841659999999
Peachtree Corners,Georgia,,,0,33.9698929,-84.2214551
San Gabriel,California,930.0,6.369103204382467,4,34.09611110000001,-118.1058333
Crystal Lake,Illinois,278,10.447144489581046,6,42.2411344,-88.31619649999999
Fitchburg,Massachusetts,8313,76.99852434006317,38,42.5834228,-71.8022955
Huntsville,Texas,,,0,30.7235263,-95.55077709999999
Mankato,Minnesota,610,13.815111071277364,7,44.1635775,-93.99939959999999
Goose Creek,South Carolina,,,0,32.9810059,-80.03258670000001
Hagerstown,Maryland,929,21.759652914093877,9,39.6417629,-77.71999319999999
Carol Stream,Illinois,209,4.973440667787829,4,41.91252859999999,-88.13479269999999
Streamwood,Illinois,209,4.592220529858271,4,42.0255827,-88.17840849999999
Florence,Alabama,,,0,34.79981,-87.677251
Maplewood,Minnesota,741,13.137399252420035,9,44.9530215,-92.9952153
Meridian,Mississippi,,,0,32.3643098,-88.703656
Norwich,Connecticut,2314,47.79212573362706,21,41.5242649,-72.07591049999999
Hickory,North Carolina,92,3.0250637727651353,2,35.7344538,-81.3444573
Holyoke,Massachusetts,6829,84.26003483263744,40,42.2042586,-72.6162009
Hilton Head Island,South Carolina,,,0,32.216316,-80.752608
La Quinta,California,930.0,9.085476793003462,4,33.6633573,-116.3100095
Sherman,Texas,,,0,33.6356618,-96.6088805
Marana,Arizona,,,0,32.436381,-111.2224422
Clovis,New Mexico,,,0,34.4047987,-103.2052272
Moorhead,Minnesota,65,6.091824180765743,2,46.8737648,-96.76780389999999
New Berlin,Wisconsin,904,24.98512934026338,12,42.9764027,-88.1084224
Calexico,California,,,0,32.6789476,-115.4988834
Duncanville,Texas,,,0,32.6518004,-96.9083366
Culver City,California,930.0,8.584659801984232,4,34.0211224,-118.3964665
Romeoville,Illinois,159,3.0605335977859713,3,41.6475306,-88.0895061
Shakopee,Minnesota,696,10.866022827683246,8,44.7973962,-93.5272861
Marlborough,Massachusetts,5868,71.8884185083762,33,42.3459271,-71.5522874
Lancaster,Ohio,224,4.769386735943136,2,39.7136754,-82.5993294
Atlantic City,New Jersey,524,6.285088912422689,2,39.3642834,-74.4229266
Bullhead City,Arizona,2535,5.182601560085509,2,35.1359386,-114.5285981
Wausau,Wisconsin,4076,28.281325704914888,11,44.9591352,-89.6301221
Woburn,Massachusetts,4856,53.61117522813349,25,42.4792618,-71.1522765
Germantown,Tennessee,,,0,35.0867577,-89.8100858
Oakley,California,2782,7.7318337457448,3,37.9974219,-121.7124536
Cape Girardeau,Missouri,,,0,37.3058839,-89.51814759999999
Greenacres,Florida,,,0,26.6276276,-80.1353896
Puyallup,Washington,9946,9.226234286966802,6,47.1853785,-122.2928974
Pacifica,California,240,2.7080760795386305,1,37.6138253,-122.4869194
Ormond Beach,Florida,,,0,29.2858129,-81.0558894
Hallandale Beach,Florida,,,0,25.9812024,-80.14837899999999
Chelsea,Massachusetts,2411,31.459049685237442,17,42.3917638,-71.0328284
Annapolis,Maryland,223,5.718526607719939,2,38.9784453,-76.4921829
Winter Garden,Florida,,,0,28.5652787,-81.58618469999999
Hurst,Texas,,,0,32.8234621,-97.1705678
Stanton,California,930.0,6.992243906871088,4,33.8025155,-117.9931165
Rock Island,Illinois,222,4.517698201021776,3,41.5094771,-90.5787476
Muskogee,Oklahoma,,,0,35.7478769,-95.3696909
Northglenn,Colorado,17423,17.16592337017596,9,39.8961821,-104.9811468
Bremerton,Washington,8946,10.443619367103668,6,47.5673202,-122.6329356
Grove City,Ohio,224,3.7366622938801,2,39.88145189999999,-83.0929644
Hanover Park,Illinois,209,4.6407382304620075,4,41.9994722,-88.1450735
Montclair,California,930.0,3.95260674206803,4,34.0775104,-117.6897776
Lancaster,Texas,,,0,32.5920798,-96.7561082
Carpentersville,Illinois,278,10.888192394640566,6,42.1211364,-88.2578582
Muskegon,Michigan,1254,20.99655003849914,9,43.2341813,-86.24839209999999
Lima,Ohio,224,3.705958095137735,2,40.742551,-84.1052256
Friendswood,Texas,,,0,29.5293998,-95.2010447
Huber Heights,Ohio,264,3.3918725829212564,2,39.843947,-84.12466080000002
Apache Junction,Arizona,,,0,33.4150485,-111.5495777
Oviedo,Florida,,,0,28.669997,-81.20812029999999
Wheeling,Illinois,262,10.997788451042197,6,42.1391927,-87.9289591
Lake Oswego,Oregon,5886,10.866264711389697,5,45.42067489999999,-122.6706498
Brookfield,Wisconsin,888,21.33421122653946,11,43.0605671,-88.1064787
Florence,South Carolina,50,1.522599472572972,1,34.1954331,-79.7625625
Roy,Utah,28778,15.260357213999002,12,41.1616108,-112.0263313
Park Ridge,Illinois,225,8.338957444048843,5,42.0111412,-87.84061919999999
Valley Stream,New York,2827,46.70511662602195,20,40.6642699,-73.70846449999999
Panama City,Florida,,,0,30.1588129,-85.6602058
Westerville,Ohio,224,3.072350238492694,2,40.1261743,-82.92906959999999
Weslaco,Texas,,,0,26.1595194,-97.9908366
Martinez,California,240,2.2739367054759785,1,38.0193657,-122.1341321
Phenix City,Alabama,,,0,32.4709761,-85.0007653
Spanish Fork,Utah,28964,16.89202950972419,12,40.114955,-111.654923
Spartanburg,South Carolina,100,6.931403938768279,3,34.9495672,-81.9320482
Aventura,Florida,,,0,25.9564812,-80.1392121
Monrovia,California,930.0,5.527477958966736,4,34.1442616,-118.0019482
Delaware,Ohio,224,2.563974561000678,2,40.2986724,-83.067965
Braintree Town,Massachusetts,2491,38.27886038714542,18,42.2079017,-71.0040013
Dover,Delaware,189,6.170177990507371,2,39.158168,-75.5243682
Keizer,Oregon,5886,11.749750484359158,5,44.9901194,-123.0262077
Addison,Illinois,225,8.341736437589892,5,41.931696,-87.9889556
Lincoln Park,Michigan,1073,7.895151740395001,6,42.2505943,-83.1785361
Texarkana,Texas,,,0,33.425125,-94.04768820000001
